
    0.000000        0.924        0.024     0.000000 
    2.000000        0.882        0.030     2.000000 
    4.000000        0.807        0.036     4.000000 
    6.000000        0.714        0.042     6.000000 
    8.000000        0.613        0.045     8.000000 
   10.000000        0.479        0.046    10.000000 
   12.000000        0.420        0.045    12.000000 
   14.000000        0.303        0.042    14.000000 
   16.000000        0.252        0.040    16.000000 
   18.000000        0.235        0.039    18.000000 
   20.000000        0.244        0.040    20.000000 
   22.000000        0.160        0.034    22.000000 
   24.000000        0.092        0.027    24.000000 
   26.000000        0.092        0.027    26.000000 
   28.000000        0.126        0.031    28.000000 
   30.000000        0.076        0.024    30.000000 
   32.000000        0.092        0.027    32.000000 
   34.000000        0.067        0.023    34.000000 
   36.000000        0.109        0.029    36.000000 
   38.000000        0.050        0.020    38.000000 
   40.000000        0.084        0.026    40.000000 
   42.000000        0.025        0.014    42.000000 
   44.000000        0.050        0.020    44.000000 
   46.000000        0.050        0.020    46.000000 
   48.000000        0.025        0.015    48.000000 
   50.000000        0.051        0.020    50.000000 
